1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
20215.8733,11911.25693,13251.26384,9519.157536,2403.743282,6276.877476,11646.45499,7856.729069,26948.62404,22887.09278,22889.91976,22544.33774,22634.83331,19785.50344,11660.249,13530.04753,21161.21572,15978.62141,24905.55692,19859.88977,38101.00283,41254.614,2212.68594,19672.77926,26301.88911,32253.00295,16107.42496,11290.32616,3478.360307,5727.51687,11186.74553,9055.268315,17009.76682,19587.40945,29349.74606,20897.5909
20189.29099,11923.09961,13282.33254,9185.488026,2062.280289,6286.794936,12517.80015,8342.232654,28086.45381,23947.82098,23823.91687,23728.04435,23805.62159,20820.03054,12394.77589,14492.04212,22039.27844,16680.58975,25647.65753,20455.90424,38456.93897,41478.6429,3317.712257,20042.85367,26637.47707,32740.32789,16678.43555,10992.67181,3352.971411,4705.962495,10645.91449,9031.202396,16785.61562,19693.38952,29259.75549,21092.58816
21523.85846,13253.26933,14611.08113,10501.28851,3397.955381,4954.786313,11643.45474,7162.423364,27678.40245,23337.99828,22995.14165,23562.28562,23548.55239,21456.82964,13412.32783,15254.82448,22910.41624,17726.7919,26660.55261,21581.71028,39712.27586,42777.35619,3126.919611,21288.76964,27898.81491,33934.03283,17819.08056,12312.54597,2018.482717,4144.662188,11894.52044,10363.02058,18112.82162,21013.99173,30595.30731,22395.56544
20348.18092,12155.16038,13521.16432,9135.430604,2408.61731,6361.724666,13254.5484,8781.498698,29062.75895,24843.94081,24596.72158,24763.32354,24822.38357,21807.1681,13191.16377,15437.709,22919.89435,17441.23172,26425.49561,21128.91885,38916.63182,41825.17704,4307.465731,20537.60881,27091.8114,33312.29141,17340.62534,10955.57103,3470.228247,3799.334504,10376.73914,9262.887162,16779.41897,19968.72106,29344.38636,21439.82789
21936.70499,13757.0026,15123.15307,10674.18063,3987.702317,4990.064277,12633.71987,7754.361199,28983.32206,24521.19799,23987.32502,24972.73345,24926.61938,22864.00284,14580.95069,16604.49475,24199.54231,18866.469,27834.10593,22624.42488,40506.23258,43429.05476,4591.694339,22116.2769,28681.68669,34864.99114,18842.39311,12493.79224,2311.075076,2677.254935,11789.95981,10865.74801,18320.00621,21572.14941,30910.69903,23043.19691
18127.93283,9869.008625,11230.39306,7176.432975,0,8343.832951,13990.34165,10227.72849,28797.2708,24973.43878,25165.65537,24096.17918,24310.88565,19943.22166,10934.59886,13461.73121,20765.3331,15132.61881,24123.19374,18752.8589,36518.58159,39470.69421,4439.918306,18131.53026,24694.10391,30904.95147,14961.93099,8970.883667,5413.684297,6089.060069,8783.673004,6974.902976,14744.16612,17653.74122,27198.76761,19082.08018
16729.97214,8545.620775,9911.880554,5622.42466,1588.159292,9836.467955,15522.52954,11812.75489,29985.68835,26322.496,26641.85808,25105.3873,25398.1755,20083.48405,10605.30513,13529.36448,20531.48875,14643.56274,23607.6931,18045.89758,35429.96403,38246.35226,5959.553995,17121.80896,23611.08639,29982.75605,14262.23292,7429.78789,6898.834056,6900.642782,7197.980831,5660.228478,13230.02653,16365.96041,25746.6535,17872.89358
17619.30725,9563.383984,10923.62763,6284.758264,1875.909614,9265.62846,15668.83181,11564.08094,30672.41876,26814.40512,26914.37381,25956.35124,26182.83619,21355.14358,11936.31023,14812.30876,21860.35499,15972.38102,24931.93792,19343.51857,36569.79367,39289.58564,6194.710323,18320.41889,24762.69812,31207.66046,15564.76883,8102.755859,6363.374959,5732.738402,7479.824371,6722.961372,13928.16354,17379.26767,26536.94711,18949.18945
17897.56966,9970.621101,11318.66709,6481.446155,2619.624073,9351.836467,16144.90012,11840.84764,31371.89117,27436.57084,27435.58007,26714.74915,26919.39248,22174.8417,12704.5426,15628.01347,22634.97751,16700.31761,25643.004,20004.24719,37041.82735,39672.48076,6771.201604,18862.21967,25252.03096,31769.58028,16235.70851,8277.862934,6513.909863,5326.741189,7411.842951,7188.554761,14079.07715,17755.61975,26727.18491,19375.89581
19369.49762,11160.53335,12526.14096,8213.834685,1424.010127,7236.304672,13657.02455,9453.551534,29081.15051,25021.87029,24953.35081,24608.36904,24733.37864,21121.74471,12307.18883,14694.19529,22093.49614,16529.74955,25519.03348,20173.87646,37914.07731,40822.11255,4351.223271,19539.41231,26089.27191,32325.26158,16383.40906,10031.31681,4306.887308,4683.022038,9567.289913,8266.657732,15847.73823,18970.555,28386.23713,20436.19016
